station_id,n_obs,bias_mm,rmse_mm,correlation,mean_observed_mm,mean_modelled_mm,station_name,latitude,longitude,elevation_m
0-203-0-10601021001,1610,4.942260536024059,20.10437067807446,0.8280440473338064,10.509503105590053,15.451763641614123,Horní Vltavice,48.9469,13.7889,830
0-203-0-10601029001,2056,18.36958205711528,47.52514709171522,0.8251747822671768,17.713472762645893,36.08305481976126,Strážný,48.9054436,13.7206847,811
0-203-0-10601040001,452,0.5426817848738941,4.669785139204949,0.9449042579887105,4.082522123893808,4.625203908767699,Volary,48.901667,13.896111,749
0-203-0-10601050001,3036,6.419790437889429,24.460445606213376,0.8565872223244629,12.929973649538832,19.34976408742834,Stožec,48.8570531,13.8217247,797
0-203-0-10601064001,1151,4.67165458958844,16.061451530482604,0.906726474671714,8.108774978279746,12.780429567868207,Jelení  Nová Pec,48.8032344,13.8896103,810
0-203-0-10601075001,2213,12.27078480164237,32.3421931711811,0.7293405555709173,5.869769543605973,18.140554345248333,Horní Planá,48.7675,14.0342,771
0-203-0-10601089001,791,-0.11072175309608019,6.732699091346836,0.8990113530799834,6.339696586599245,6.228974833503159,Květušín  Boletice,48.7833,14.1308,810
0-203-0-10601115201,2106,4.476378916925863,16.11183215454763,0.8375025500129468,4.6680436847103675,9.144422601636217,Lipno,48.6336,14.2383,730
0-203-0-10601144001,635,-0.6211900703059855,3.903243617168828,0.9113991249066034,1.8458267716535401,1.224636701347559,Rožmitál na Šumavě,48.697778,14.391111,627
0-203-0-10601152001,2092,1.323912370831808,8.156735966512565,0.8623300795785851,4.031405353728481,5.355317724560266,Slavkov,48.7642081,14.2431344,777
0-203-0-10601159002,386,0.10336514218652662,7.022828785539357,0.8960752345924021,5.545854922279805,5.649220064466323,Polná na Šumavě,48.8008,14.1539,770
0-203-0-10601176001,2207,3.491600079486206,11.502302772304754,0.7894619228627576,2.286406887177161,5.778006966663356,Chvalšiny,48.854722,14.208611,592
0-203-0-10601188001,2193,-1.1480406741401936,5.527308522859768,0.8880905251014624,3.3615595075239444,2.213518833383752,Přídolí,48.7814842,14.3564461,653
0-203-0-10601195001,1421,-0.12148659520942849,7.1527183535697825,0.9287706413721082,6.184095707248397,6.06260911203902,Ktiš  Tisovka,48.903506899999996,14.1059625,758
0-203-0-10601195002,339,-10.68708650193216,35.42798084453519,0.8756154064174942,21.613274336283165,10.926187834351015,Markov,48.9031,14.0622,951
0-203-0-10601197001,2040,0.9283927963348524,4.617357624247101,0.8452646539547242,1.3063725490196154,2.2347653453544547,Brloh,48.9269169,14.2187506,559
0-203-0-10601205001,1807,0.007829811295242342,2.240834344866541,0.8886713440980153,1.3790813503043702,1.3869111615996248,Křemže  Mříč,48.9075594,14.3305394,524
0-203-0-10601214001,205,-0.10994074040243908,0.8204645516623047,0.9144418309188891,0.34341463414634127,0.2334738937439026,Boršov nad Vltavou,48.926667,14.439722,404
0-203-0-10601216001,80,-0.2625228872374999,1.3992940062761197,0.9057576808092038,0.6412500000000001,0.3787271127625,Šindlovy Dvory  Litvínovice,48.964832,14.426389,416
0-203-0-10602007001,1541,0.37527544271369007,4.082960268600875,0.8817817318554289,2.225957170668395,2.6012326133820944,Dolní Dvořiště,48.6583611,14.4604581,606
